Permit_Number,Date_of_Submission,Date_of_Permit_Issuance,Completed_Date,Expiration_Date,Permit_Name,Work_Type,Primary_Work_Scope,Permit_Status,Civic_ID,Civic_Number,Street_Name,Community,PID,Type_of_Structure,Work_Description,Active_Parcel,District
"DEVONLY-2021-11634","2021-06-18 12:00:00","2021-07-14 12:00:00","2021-07-14 12:00:00","2022-07-14 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",55599,3,"BERKLEY BRAE","DARTMOUTH","40019903","Accessory Structure","Constructing accessory structure.","Y","District 06"
"DEVONLY-2021-11790","2021-06-22 12:00:00","2021-07-06 12:00:00","2021-07-06 12:00:00","2022-07-06 12:00:00","Development Only Permit","Residential","Addition","Completed",56361,2,"HOWE ST","DARTMOUTH","00081257","Accessory Structure","Increasing the size of a pre-existing shed by 8ft in length. The shed will still be less than 215 square feet when the addition is done. The current size is 10’5”x12’4” (3.15m x 3.75m) and the size after the addition will be 10'5' x 20’4” (3.15m x 6.188m)","Y","District 05"
"DEVONLY-2021-12112","2021-06-26 12:00:00","2021-08-16 12:00:00","2021-08-16 12:00:00","2022-08-16 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",50532,17,"SELMA DR","DARTMOUTH","00195644","Accessory Structure","Third party shed construction, 10x12 feet. Shed kit through local company, not doing any of the work ourselves. Shed in backyard to be used for lawnmower, tools etc.","Y","District 06"
"DEVONLY-2021-12340","2021-07-01 12:00:00","2021-07-30 12:00:00","2021-07-30 12:00:00","2022-07-30 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",121065,81,"SAMUEL DANIAL DR","EASTERN PASSAGE","40863938","Accessory Structure","Construct accessory structure - shed.","Y","District 03"
"DEVONLY-2021-12523","2021-07-06 12:00:00",,"2021-08-10 12:00:00",,"Development Only Permit","Residential","Accessory Structure","Withdrawn",21372,15,"SAMUEL TERR","HALIFAX","00645176","Accessory Structure","Storage Shed","Y","District 09"
"DEVONLY-2021-12732","2021-07-11 12:00:00",,"2021-07-13 12:00:00",,"Development Only Permit","Non Residential","New Building","Withdrawn",91884,55,"BEHIE RD","SHEET HARBOUR","00584433","Accessory Structure","I would like a permit to place a shipping/storage container on my property.","Y","District 02"
"DEVONLY-2021-12849","2021-07-15 12:00:00",,"2024-01-30 12:00:00",,"Development Only Permit","Residential","New Building","Withdrawn",,,,,"00159616","Dwelling - Townhouse","Proposal to build a three story single family dwelling unit on a narrow, currently vacant lot on Bauer Street, neighbouring residences are built tight to side property lines.  Intention is to conform to the spirit of the form, scale and appearance of abutting houses.","Y","District 08"
"DEVONLY-2021-12974","2021-07-13 12:00:00",,"2024-01-30 12:00:00",,"Development Only Permit","Residential","Renovation","Withdrawn",70503,6289,"NORTH ST","HALIFAX","00132845","Dwelling - Multiple Units","this is a four unit building, understanding this is an approved three unit structure, the owner is seeking approval to have a legal 4th unit. Therefore a secondary suite is requested","Y","District 09"
"DEVONLY-2021-13232","2021-07-17 12:00:00",,"2021-07-17 12:00:00",,"Development Only Permit","Residential","Accessory Structure","Withdrawn",72706,2777,"GEORGE DAUPHINEE AVE","HALIFAX","00016717","Accessory Structure","Request to build a garage, shed, 5.43 meters by 3.65 meters equaling 19.81 square meters.  With a height of 4.13 meters on the back right of our property. 
The 12.7-centimeter-thick concert slab will be 76.2 centimeters from the back-property line and 40.64 centimeters from the right-side property line.","Y","District 09"
"DEVONLY-2021-13366","2021-07-20 12:00:00",,"2023-03-01 12:00:00",,"Development Only Permit","Residential","Accessory Structure","Withdrawn",,,,,"00519728","Accessory Structure","Seacan D
is  located on PID 00519728, these cans hold construction material and tools used to in building homes in this sub division owned by Stonehedge Development.     

The dimensions of each  Seacan is 6 meters long x 2.4 meters wide x 2.4 meters high.  
Seacan D is 1 meter from Seacan C","Y","District 01"
"DEVONLY-2021-13640","2021-08-09 12:00:00","2021-09-01 12:00:00","2021-09-01 12:00:00","2022-09-01 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",5929,209,"ST GEORGE BLVD","HAMMONDS PLAINS","40731028","Accessory Structure","I bought a shed from NSCC , the shed is 8x10 so I learned I need a Development permit in order to get power into the shed","Y","District 14"
"DEVONLY-2021-13767","2021-07-28 12:00:00","2021-08-27 12:00:00","2021-08-27 12:00:00","2022-08-27 12:00:00","Development Only Permit","Residential","New Building","Completed",,,,,"41496985","Dwelling - Semi-Detached","To build a semi-detached dwelling on the property 161 AY Cowie Hill Road.","N","District 09"
"DEVONLY-2021-13825","2021-08-18 12:00:00","2021-09-10 12:00:00","2021-09-10 12:00:00","2022-09-10 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",56087,28,"STAIRS ST","DARTMOUTH","00081570","Accessory Structure","Construct an 3.66m X 4.88m (12'x16') Accessory Structure.","Y","District 05"
"DEVONLY-2021-14060","2021-08-04 12:00:00","2021-08-31 12:00:00","2021-08-31 12:00:00","2022-08-31 12:00:00","Development Only Permit","Non Residential","Accessory Structure","Completed",80044,6048,"OAKLAND RD","HALIFAX","40193344","Accessory Structure","Building a garden shed in the back yard.","Y","District 07"
"DEVONLY-2021-14151","2021-08-06 12:00:00","2021-09-01 12:00:00","2021-09-01 12:00:00","2022-09-01 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",43657,36,"SACKVILLE CROSS RD","LOWER SACKVILLE","40001737","Accessory Structure","I write to apply for the addition of a 14 ' x 10 ' accessory shed 

This will help us have more storage space that is  much required at the moment.","Y","District 15"
"DEVONLY-2021-14296","2021-08-13 12:00:00","2021-09-17 12:00:00","2021-09-17 12:00:00","2022-09-17 12:00:00","Development Only Permit","Residential","New Building","Completed",,,,,"41424268","Dwelling - Single Detached","New Dwelling on lot PID 41424268","Y","District 13"
"DEVONLY-2021-14318","2021-08-10 12:00:00","2021-09-10 12:00:00","2021-09-10 12:00:00","2022-09-10 12:00:00","Development Only Permit","Non Residential","Accessory Structure","Completed",92526,60,"GRANT RD","ENFIELD","40196446","Accessory Structure","Proposed Bell Mobility Equipment Shelter located on a concrete pad to be placed adjacent to a proposed 40m Monopole Tower located at 60 Grant Road (PID 40196446). Proposed equipment shelter will be 1.6m by 2.4m (6'-8' by 8'-0').

WSP, on behalf of Bell Mobility,  has previously completed the public consultation process as outlined in HRM's Administrative Order 2015-005-GOV.","Y","District 01"
"DEVONLY-2021-14363","2021-08-11 12:00:00","2021-12-16 12:00:00","2021-12-16 12:00:00","2022-12-16 12:00:00","Development Only Permit","Residential","New Building","Completed",6020,44,"STILLWATER LAKE DR","STILLWATER LAKE","00426411","Dwelling - Single Detached","to replace existing dwelling with a new dwelling","Y","District 13"
"DEVONLY-2021-14715","2021-08-19 12:00:00",,,,"Development Only Permit","Non Residential","Accessory Structure","Application Incomplete",9366,7,"DICKSON AVE","HALIFAX","40437758","Accessory Structure","Placing a small (less than 5 sq m) free-standing portable shed on the property.","Y","District 10"
"DEVONLY-2021-14830","2021-08-22 12:00:00",,"2022-02-02 12:00:00",,"Development Only Permit","Residential","Renovation","Cancelled",42716,12,"CORNWALL ST","LOWER SACKVILLE","40003014","Mixed Use - Residential & Other Use(s)","I am looking to install a second kitchen in the basement to be used solely as a 'production kitchen'. This will not be used in any way for any residential or personal use, and will only be used for food preparation for a catering business.","Y","District 15"
"DEVONLY-2021-15108","2021-08-26 12:00:00",,,,"Development Only Permit","Non Residential","Accessory Structure","Application Incomplete",54159,8,"LAHEY RD","DARTMOUTH","40456907","Accessory Structure","i would like to put a 10 x 16 shed on my property. the shed is a pre fabricated.
100 cm from back fence and 50 cm from side fence.","Y","District 05"
"DEVONLY-2021-15164","2021-08-27 12:00:00",,"2023-01-25 12:00:00",,"Development Only Permit","Residential","Renovation","Withdrawn",60524,11,"FOSTON ST","DARTMOUTH","40179913","Dwelling - Multiple Units","This would be called a secondary suite only I cant find any listing for this.  This suite was up and running in 2019, but shut down due to zoning.  We simply want to open this unit again as the zoning has changed and these are now legal.  The building was a three unit, the basement was the third but as mentioned closed at present.","Y","District 03"
"DEVONLY-2021-15285","2021-08-31 12:00:00","2021-09-27 12:00:00","2021-09-27 12:00:00","2022-09-27 12:00:00","Development Only Permit","Non Residential","Accessory Structure","Completed",30466,11,"SCOTTS POINT RD","EAST DOVER","40065617","Accessory Structure","On behalf of Bell Mobility, a proposed Bell Mobility Equipment Shelter located on a concrete pad to be placed adjacent to a proposed 90m Guyed Tower located on the southern side of Eastern Lake off East Dover Road, north of the East Dover Road and Scotts Point Road Intersection, East Dover, NS (PID 40065617). Proposed equipment shelter will be 1.6m by 2.4m (6'-8' by 8'-0').

WSP, on behalf of Bell Mobility, has previously completed the public consultation process as outlined in HRM's Administrative Order 2015-005-GOV.","Y","District 13"
"DEVONLY-2021-15497","2021-09-03 12:00:00","2021-10-04 12:00:00","2021-10-04 12:00:00","2022-10-04 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",5768,46,"ROYAL MASTS WAY","BEDFORD","40703084","Accessory Structure","Construct 8x10 shed in rear yard.","Y","District 16"
"DEVONLY-2021-15822","2021-09-13 12:00:00","2021-09-28 12:00:00","2021-09-28 12:00:00","2022-09-28 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",172567,38,"BUTTERCUP GRV","UPPER SACKVILLE","41457896","Accessory Structure","10x12 shed","Y","District 14"
"DEVONLY-2021-16118","2021-09-28 12:00:00","2021-10-19 12:00:00","2021-10-19 12:00:00","2022-10-19 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",80931,9,"MARRIOTT ST","HALIFAX","00307900","Accessory Structure","I would like to construct a shed on the side of my home. I would like the sheds exterior dimensions to be 11.91’ x 18’. The total height to be 13.91’. The location should be to the left side of the home facing the street.","Y","District 11"
"DEVONLY-2021-16177","2021-09-20 12:00:00","2021-10-04 12:00:00","2021-10-04 12:00:00","2022-10-04 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",129372,363,"WEST LOON VILLAGE RD","WEST LOON LAKE","40059339","Accessory Structure","Construction of small  215 sq ft shed.","Y","District 01"
"DEVONLY-2021-16358",,,"2021-10-07 12:00:00",,"Development Only Permit","Residential","Accessory Structure","Cancelled",,,,,,"Accessory Structure",,,"Unidentified"
"DEVONLY-2021-16430","2021-09-24 12:00:00",,"2021-10-06 12:00:00",,"Development Only Permit","Residential","New Building","Withdrawn",64790,2856,"GOTTINGEN ST","HALIFAX","00127522","Mixed Use - Residential & Other Use(s)","New mixed use building to be constructed.  level 1 will have commercial space, other stories to have condo units.  1 level of underground parking.","Y","District 08"
"DEVONLY-2021-16637","2021-09-29 12:00:00","2021-10-22 12:00:00","2021-10-22 12:00:00","2022-10-22 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",34921,36,"TAYLOR DR","WINDSOR JUNCTION","40704546","Accessory Structure","I would like to build a 12'x12' shed next to my house","Y","District 01"
"DEVONLY-2021-16909","2021-10-04 12:00:00","2021-11-02 12:00:00","2021-11-02 12:00:00","2022-11-02 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",112417,268,"JOHN STEWART DR","COLE HARBOUR","40354813","Accessory Structure","Adding 10' x 10' (3048mm x 3048mm) shed to rear of property","Y","District 04"
"DEVONLY-2021-17081","2021-10-07 12:00:00","2021-10-26 12:00:00","2021-10-26 12:00:00","2022-10-26 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",9660,189,"WOODBURY DR","HALIFAX","00293399","Accessory Structure","I would like to add a 2.4384 meter by 2.4384 meter (8x8) shed on the property","Y","District 10"
"DEVONLY-2021-17267","2021-10-11 12:00:00","2021-11-25 12:00:00","2021-11-25 12:00:00","2022-11-25 12:00:00","Development Only Permit","Residential","New Building","Completed",174164,16,"COACH AVE","FALL RIVER","41502089","Dwelling - Single Detached","I’m wanting to make sure I can build a single family dwelling on this lot.
PID 41502089","Y","District 01"
"DEVONLY-2021-17501",,,"2021-11-10 12:00:00",,"Development Only Permit","Residential","Renovation","Cancelled",13636,225,"FIVE ISLAND RD","HUBLEY","40775710","Dwelling - Single Detached","Applying for development permit to construct garage on land abutting single family dwelling   at 225 Five Island Road, Hubley","Y","District 13"
"DEVONLY-2022-10750","2022-08-03 12:00:00",,,,"Development Only Permit","Non Residential","Accessory Structure","Applicant Revisions",76899,1654,"WALNUT ST","HALIFAX","00156174","Accessory Structure","Building 1.83m x 3.66m shed","Y","District 07"
"DEVONLY-2022-10841","2022-08-08 12:00:00","2024-11-26 12:00:00","2024-11-26 12:00:00","2025-11-26 12:00:00","Development Only Permit","Non Residential","Accessory Structure","Completed",139465,775,"LAKE EGMONT RD","LAKE EGMONT","40212359","Agriculture","Permit for existing shed 5 by 7 by 9 ft, to be used as agricultural uses.","Y","District 01"
"DEVONLY-2022-11071","2022-08-10 12:00:00","2022-08-17 12:00:00","2022-08-17 12:00:00","2023-08-17 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",,,,,"41275777","Accessory Structure","Boat House (shed) and General Use Waterfront Storage","Y","District 01"
"DEVONLY-2022-11167","2022-08-29 12:00:00",,,,"Development Only Permit","Residential","Accessory Structure","Applicant Revisions",126113,85,"UNA DR","LAKE CHARLOTTE","00558486","Accessory Structure","Construct accessory building Under 215 square feet.","Y","District 02"
"DEVONLY-2022-11260","2022-08-15 12:00:00","2022-09-02 12:00:00","2022-09-02 12:00:00","2023-09-02 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",109253,9,"ANTARES CRT","WESTPHAL","40566754","Accessory Structure","Addition of a chicken coop and run at the rear of the property, near the fence line.","Y","District 04"
"DEVONLY-2022-11435","2022-08-17 12:00:00","2022-08-19 12:00:00","2023-09-15 12:00:00","2023-08-19 12:00:00","Development Only Permit","Residential","Accessory Structure","Expired (Closed)",26170,27,"MARGARET LORNE DR","HERRING COVE","40269011","Accessory Structure","12 X 16 Garden Shed","Y","District 11"
"DEVONLY-2022-11487","2022-08-18 12:00:00","2022-09-01 12:00:00","2022-09-01 12:00:00","2023-09-01 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",158652,43,"QUARTZ DR","HALIFAX","41360892","Accessory Structure","Installing a small (8'x7.5') shed as an accessory building to a home.","Y","District 11"
"DEVONLY-2022-11627","2022-08-25 12:00:00","2022-08-26 12:00:00","2022-08-26 12:00:00","2023-08-26 12:00:00","Development Only Permit","Non Residential","Accessory Structure","Completed",84726,1365,"MAIN RD","EASTERN PASSAGE","00374744","Accessory Structure","Temporarily house a 40ft sea container for storage.","Y","District 03"
"DEVONLY-2022-11816","2022-08-26 12:00:00","2022-09-09 12:00:00","2022-09-09 12:00:00","2023-09-09 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",96734,1124,"FALL RIVER RD","FALL RIVER","00507798","Accessory Structure","permit for shipping container to use for storage on property.","Y","District 01"
"DEVONLY-2022-11932","2022-08-31 12:00:00","2022-09-02 12:00:00","2022-09-02 12:00:00","2023-09-02 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",168446,41,"ZINNIA LANE","MIDDLE SACKVILLE","41444647","Accessory Structure","Construct an accessory building","Y","District 14"
"DEVONLY-2022-11969","2022-09-02 12:00:00",,"2024-01-16 12:00:00",,"Development Only Permit","Residential","New Building","Withdrawn",167862,863,"YOUNG AVE","HALIFAX","00047506","Dwelling - Multiple Units","Please see Supplemental Documentation for notes as to the nature of this application. This is an application as part of a due diligence process for a prospective property purchase, associated with subdivision and development on multiple resulting lots.","Y","District 07"
"DEVONLY-2022-11969","2022-09-02 12:00:00",,"2024-01-16 12:00:00",,"Development Only Permit","Residential","New Building","Withdrawn",167862,863,"YOUNG AVE","HALIFAX","41457052","Dwelling - Multiple Units","Please see Supplemental Documentation for notes as to the nature of this application. This is an application as part of a due diligence process for a prospective property purchase, associated with subdivision and development on multiple resulting lots.","Y","District 07"
"DEVONLY-2022-11969","2022-09-02 12:00:00",,"2024-01-16 12:00:00",,"Development Only Permit","Residential","New Building","Withdrawn",167862,863,"YOUNG AVE","HALIFAX","41457102","Dwelling - Multiple Units","Please see Supplemental Documentation for notes as to the nature of this application. This is an application as part of a due diligence process for a prospective property purchase, associated with subdivision and development on multiple resulting lots.","Y","District 07"
"DEVONLY-2022-11990","2022-09-01 12:00:00","2022-09-13 12:00:00","2022-09-13 12:00:00","2023-09-13 12:00:00","Development Only Permit","Residential","Home Occupation","Completed",167109,388,"STARBOARD DR","HALIFAX","41420118","Dwelling - Single Detached","I am applying for a permit so I can detail cars inside my garage at my home.","Y","District 16"
"DEVONLY-2022-12121","2022-09-06 12:00:00",,"2024-01-09 12:00:00",,"Development Only Permit","Non Residential","Accessory Structure","Withdrawn",143968,112,"HECTOR GATE","DARTMOUTH","41285347","Accessory Structure","This permit request is for a small event house to be built in Dartmouth Crossing, for the purpose of holding small events such as Santa photos. This is a prebuilt structure, roughly 16' x 24'. This will not require any plumbing or mechanical work, as it is only an accessory building. 

The lot size is 28' x 17', the building sits 3' from HRM boundaries and roughly 55' from the property line","Y","District 06"
"DEVONLY-2022-12273","2022-09-08 12:00:00","2022-09-15 12:00:00","2022-09-15 12:00:00","2023-09-15 12:00:00","Development Only Permit","Residential","New Building","Completed",112572,2540,"LAWRENCETOWN RD","LAWRENCETOWN","00465997","Dwelling - Single Detached","We have an existing Development only permit on the parcel of land and it is about to expire and we would like to renew or re submit to get the development only permit extended or a new development only permit issued.","Y","District 02"
"DEVONLY-2022-12379","2022-09-12 12:00:00",,,,"Development Only Permit","Residential","Accessory Structure","Applicant Revisions",,,,,"00369785","Accessory Structure","Shed for the storage of bicycles and stand up paddle boards.","Y","District 03"
"DEVONLY-2022-12597","2022-09-21 12:00:00","2023-01-18 12:00:00","2023-01-18 12:00:00","2024-01-18 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",1748,56,"GLEN ARBOUR WAY","HAMMONDS PLAINS","40805285","Accessory Structure","8 meter by 8meter detached garage with 4 meter by 6 meter pool house. total height is 8 meter to highest point. storage in attic trusses. un heated with 200 amp power service. existing shed to be removed","Y","District 14"
"DEVONLY-2022-12774","2022-09-20 12:00:00","2022-10-04 12:00:00","2022-10-04 12:00:00","2023-10-04 12:00:00","Development Only Permit","Residential","Renovation","Completed",105269,2002,"WEST JEDDORE RD","WEST JEDDORE","00540179","Mixed Use - Residential & Other Use(s)","Boat Shed - as main use on the property 
existing building with fire damage, clean-up property and re-connect power.","Y","District 02"
"DEVONLY-2022-12866","2022-09-22 12:00:00",,"2024-01-16 12:00:00",,"Development Only Permit","Residential","Home Occupation","Withdrawn",173245,15,"TUSCANY RUN","TIMBERLEA","41467952","Dwelling - Single Detached","Hello, 
To whom it may concern. I am a registered massage therapy with The Massage Therapists’ and Wholistic Practitioners’ Association of the Maritimes (MTWPAM). I would like to setup my home-based clinic at home. I am going to setup my treatment room by using the office on the first floor, the size of the office is 10' x 12'. In the treatment room, I will place one massage table, one small desk and two chairs for pre-treatment interview, two small shelf to place sheets and towels and other small devices for treatment use. I have valid CPR+First Aids certificate and insurance of Professional Liability and commercial general liability and property. Thank you for your time.","Y","District 12"
"DEVONLY-2022-12900","2022-09-22 12:00:00",,"2024-02-02 12:00:00",,"Development Only Permit","Residential","Accessory Structure","Withdrawn",17516,34,"CONVOY AVE","HALIFAX","00298893","Accessory Structure","Meditation loft.
15 feet above the ground, 2x12, at 12 feet long fastened to two trees with each tree having 4 leg bolts.
The leg bolts are 10imxhs long and 1/2 inch thick, galvanized steel.
 On top of the 2x12 are decking boards, spanning the length of the 2x12.
The structure is 4 feet away from the back lot line.
The structure is 4 feet Away from the side lot line.
The structure is 15 feet away from the house.
Their is a second set of 2x12 at 22 feet above the ground, secured in the same fashion.","Y","District 10"
"DEVONLY-2022-13019","2022-09-30 12:00:00","2022-11-18 12:00:00","2022-11-18 12:00:00","2023-11-18 12:00:00","Development Only Permit","Residential","New Building","Completed",78290,5297,"KENT ST","HALIFAX","00103721","Dwelling - Multiple Units","Multi-Unit Development Permit application","Y","District 07"
"DEVONLY-2022-13179","2022-10-03 12:00:00","2023-06-01 12:00:00","2023-06-01 12:00:00","2024-06-01 12:00:00","Development Only Permit","Residential","New Building","Completed",,,,,"40821555","Dwelling - Townhouse","Development of Parcels B & C of The Knolls pursuant to a Development Agreement","Y","District 14"
"DEVONLY-2022-13234","2022-10-04 12:00:00","2022-10-13 12:00:00","2022-10-13 12:00:00","2023-10-13 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",26322,3,"CLOVER LANE","HARRIETSFIELD","00394767","Accessory Structure","8x10 shed","Y","District 11"
"DEVONLY-2022-13322","2022-10-11 12:00:00",,"2023-10-13 12:00:00",,"Development Only Permit","Residential","New Building","Withdrawn",14104,33,"JUNIPER WAY","HUBLEY","40356628","Accessory Structure","Construct 10x20 (shed 1) (Shed existing)","Y","District 13"
"DEVONLY-2022-13400","2022-10-07 12:00:00","2022-10-24 12:00:00","2022-10-24 12:00:00","2023-10-24 12:00:00","Development Only Permit","Residential","New Building","Completed",97034,2884,"HIGHWAY 2","FALL RIVER","00504027","Commercial","cafe and retail on the main floor with apartment above","Y","District 01"
"DEVONLY-2022-13476","2022-10-11 12:00:00","2022-10-19 12:00:00","2022-10-19 12:00:00","2023-10-19 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",27446,329,"WHITEHEAD RD","HARRIETSFIELD","40073231","Accessory Structure","Place accessory building on lot (AB1)","Y","District 11"
"DEVONLY-2022-13719","2022-10-17 12:00:00","2022-10-19 12:00:00","2022-10-19 12:00:00","2023-10-19 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",110935,13,"HIBERNIA CRT","DARTMOUTH","40083453","Accessory Structure","Construct 10x14 shed","Y","District 06"
"DEVONLY-2022-13863","2022-10-21 12:00:00","2023-02-08 12:00:00","2023-02-08 12:00:00","2024-02-08 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",161564,10,"OLLIES LOOP","HACKETTS COVE","41074949","Accessory Structure","Construct garage with backyard suite on top floor.","Y","District 13"
"DEVONLY-2022-13948","2022-10-22 12:00:00","2022-11-21 12:00:00","2022-11-21 12:00:00","2023-11-21 12:00:00","Development Only Permit","Residential","New Building","Completed",,,,,"41457474","Dwelling - Multiple Units","31-unit dwelling (PID 41457474)","Y","District 14"
"DEVONLY-2022-13957","2022-10-23 12:00:00","2022-11-15 12:00:00","2022-11-15 12:00:00","2023-11-15 12:00:00","Development Only Permit","Residential","Renovation","Completed",140029,28,"STIRLING DR","COLE HARBOUR","41198938","Dwelling - Multiple Units","converting basement into secondary suite","Y","District 04"
"DEVONLY-2022-14055","2022-10-26 12:00:00",,"2024-01-16 12:00:00",,"Development Only Permit","Residential","New Building","Withdrawn",175841,74,"BARNAMORE LANE","UPPER HAMMONDS PLAINS","00424036","Dwelling - Townhouse","We're looking to clarify and confirm that our planned intent for this property meets bi laws/as of right development. As our subdivision application is complete we will begin submitting for individual building permits, but feel that our anticipated yield of 60 townhouse units, spread over an anticipated 5 new PIDS, will provide a healthy balance of density at only one unit per acre and much needed housing stock. We're also choosing to focus on single level living so it appeals to a larger demographic and with the small unit count per acre have a nature focused lake front community available for residents to enjoy.","N","Unidentified"
"DEVONLY-2022-14165","2022-10-31 12:00:00",,,,"Development Only Permit","Residential","Accessory Structure","Applicant Revisions",114790,379,"POPLAR DR","COLE HARBOUR","40154700","Accessory Structure","To place a 5 x 8 shed","Y","District 04"
"DEVONLY-2022-14262","2022-11-01 12:00:00","2022-11-04 12:00:00","2022-11-04 12:00:00","2023-11-04 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",8480,5792,"ST MARGARETS BAY RD","HEAD OF ST MARGARETS BAY","00591321","Accessory Structure","Construct accessory structure","Y","District 13"
"DEVONLY-2022-14356","2022-11-03 12:00:00","2023-01-03 12:00:00","2023-01-03 12:00:00","2024-01-03 12:00:00","Development Only Permit","Residential","New Building","Completed",,,,,"41176165","Mixed Use - Residential & Other Use(s)","4-unit dwelling","Y","District 14"
"DEVONLY-2022-14409","2022-11-05 12:00:00",,"2024-02-01 12:00:00",,"Development Only Permit","Residential","New Building","Withdrawn",,,,,"41501222","Dwelling - Townhouse","New construction 23 unit residential townhouse developement","Y","District 14"
"DEVONLY-2022-14520","2022-11-08 12:00:00","2022-11-29 12:00:00","2022-11-29 12:00:00","2023-11-29 12:00:00","Development Only Permit","Residential","New Building","Completed",,,,,"41419755","Dwelling - Multiple Units","The proposal is for a multiple unit townhouse design in Upper Hammonds Plains.  The developer of the project is Shoreham Developments.","Y","District 14"
"DEVONLY-2022-14613","2022-11-10 12:00:00","2022-11-24 12:00:00","2022-11-24 12:00:00","2023-11-24 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",83226,5970,"EMSCOTE DR","HALIFAX","00000943","Accessory Structure","Construct one shed on Property.   1.8mx 2.4m = 4.32 sq. m
Shed will be 2.4 m high 
Uninsulated","Y","District 07"
"DEVONLY-2022-14647","2022-11-18 12:00:00","2022-11-24 12:00:00","2022-11-24 12:00:00","2023-11-24 12:00:00","Development Only Permit","Residential","Addition","Completed",170089,195,"EQUESTRIAN LANE","UPPER HAMMONDS PLAINS","41471491","Dwelling - Multiple Units","143-unit dwelling","Y","District 14"
"DEVONLY-2022-14726","2022-11-15 12:00:00","2022-11-17 12:00:00","2022-11-17 12:00:00","2023-11-17 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",173297,66,"STAGE COACH LANE","HEAD OF CHEZZETCOOK","41496761","Accessory Structure","construct an accessory shed","Y","District 02"
"DEVONLY-2022-14752","2022-11-17 12:00:00","2022-11-21 12:00:00","2022-11-21 12:00:00","2023-11-21 12:00:00","Development Only Permit","Residential","Home Occupation","Completed",81166,5,"WALTER HAVILL DR","HALIFAX","40724197","Dwelling - Semi-Detached","To use an existing area in the dwelling for a Hair Salon business.
No building is required utilizing existing space that requires furnishing only","Y","District 11"
"DEVONLY-2022-14867","2022-11-18 12:00:00","2022-11-24 12:00:00","2022-11-24 12:00:00","2023-11-24 12:00:00","Development Only Permit","Residential","New Building","Completed",,,,,"41049941","Dwelling - Multiple Units","We are applying to construct a 16 unit multiple unit building.","Y","District 14"
"DEVONLY-2022-14971","2022-11-25 12:00:00","2024-02-01 12:00:00","2024-02-01 12:00:00","2025-02-01 12:00:00","Development Only Permit","Residential","New Building","Withdrawn",66685,2705,"ROBIE ST","HALIFAX","00161703","Mixed Use - Residential & Other Use(s)","New construction of a mixed use building (86 residential units).","Y","District 08"
"DEVONLY-2022-15076","2022-11-25 12:00:00","2022-11-28 12:00:00","2022-11-28 12:00:00","2023-11-28 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",30043,845,"KETCH HARBOUR RD","PORTUGUESE COVE","00389486","Accessory Structure","Construct 12x16 shed on property","Y","District 11"
"DEVONLY-2022-15158","2022-11-29 12:00:00","2022-12-16 12:00:00","2022-12-16 12:00:00","2023-12-16 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",,,,,"40614455","Accessory Structure","Place a 3.65m x 4.8m single story storage shed on lot 4b","Y","District 13"
"DEVONLY-2022-15367","2022-12-29 12:00:00",,"2023-01-10 12:00:00",,"Development Only Permit","Residential","Home Occupation","Withdrawn",60216,11,"NICOLE CRT","DARTMOUTH","40344665","Dwelling - Semi-Detached","Hi HRM,

I am applying for this permit to start a home Daycare. 

Please feel free to reach out if anything is required from my side.

Thanks.","Y","District 03"
"DEVONLY-2022-15471","2022-12-08 12:00:00","2023-01-18 12:00:00","2023-01-18 12:00:00","2024-01-18 12:00:00","Development Only Permit","Residential","New Building","Completed",127126,20,"MYRTLE ST","DARTMOUTH","40077810","Dwelling - Multiple Units","Construct a new two unit dwelling.","Y","District 05"
